Label,Outer left eyebrow-x,Outer left eyebrow-y,Outer left eyebrow-z,Middle left eyebrow-x,Middle left eyebrow-y,Middle left eyebrow-z,Inner left eyebrow-x,Inner left eyebrow-y,Inner left eyebrow-z,Inner right eyebrow-x,Inner right eyebrow-y,Inner right eyebrow-z,Middle right eyebrow-x,Middle right eyebrow-y,Middle right eyebrow-z,Outer right eyebrow-x,Outer right eyebrow-y,Outer right eyebrow-z,Left temple-x,Left temple-y,Left temple-z,Outer left eye corner-x,Outer left eye corner-y,Outer left eye corner-z,Inner left eye corner-x,Inner left eye corner-y,Inner left eye corner-z,Inner right eye corner-x,Inner right eye corner-y,Inner right eye corner-z,Outer right eye corner-x,Outer right eye corner-y,Outer right eye corner-z,Right temple-x,Right temple-y,Right temple-z,Nose saddle left-x,Nose saddle left-y,Nose saddle left-z,Nose saddle right-x,Nose saddle right-y,Nose saddle right-z,Left nose peak-x,Left nose peak-y,Left nose peak-z,Nose tip-x,Nose tip-y,Nose tip-z,Right nose peak-x,Right nose peak-y,Right nose peak-z,Left mouth corner-x,Left mouth corner-y,Left mouth corner-z,Upper lip outer middle-x,Upper lip outer middle-y,Upper lip outer middle-z,Right mouth corner-x,Right mouth corner-y,Right mouth corner-z,Upper lip inner middle-x,Upper lip inner middle-y,Upper lip inner middle-z,Lower lip inner middle-x,Lower lip inner middle-y,Lower lip inner middle-z,Lower lip outer middle-x,Lower lip outer middle-y,Lower lip outer middle-z,Chin middle-x,Chin middle-y,Chin middle-z,Left ear lobe-x,Left ear lobe-y,Left ear lobe-z,Right ear lobe-x,Right ear lobe-y,Right ear lobe-z
HAPPY,-86.544,39.989,-100.592,-74.256,56.794,-81.776,-41.009,53.187,-68.33,-11.719,47.674,-70.016,14.158,58.532,-79.095,34.559,41.253,-102.021,NaN,NaN,NaN,-76.0,33.489,-86.524,-39.614,34.957,-78.762,-11.47,33.507,-77.704,24.66,33.932,-88.386,NaN,NaN,NaN,-31.304,30.94,-68.602,-18.364,30.862,-61.503,-45.4,-2.244,-60.059,-25.001,3.234,-37.799,-5.61,-2.393,-56.592,-56.063,-26.688,-75.992,-24.5,-19.854,-55.795,7.272,-24.24,-77.716,-25.335,-24.586,-56.041,-24.544,-37.583,-64.289,-24.23,-46.153,-55.563,-26.784,-86.81,-72.653,NaN,NaN,NaN,NaN,NaN,NaN
SADNESS,-63.606,25.441,-97.526,-48.428,42.935,-77.431,-20.951,38.103,-66.155,8.477,36.533,-65.271,30.818,44.79,-72.862,54.093,33.776,-97.599,NaN,NaN,NaN,-50.966,18.899,-86.175,-15.309,19.806,-78.42,13.555,21.552,-85.084,44.261,21.775,-89.237,NaN,NaN,NaN,-8.841,16.614,-65.327,3.066,18.25,-65.432,-19.85,-20.727,-61.514,-1.444,-12.273,-38.849,15.964,-19.794,-59.89,-28.53,-44.889,-67.471,-0.697,-39.413,-52.446,27.832,-45.463,-71.039,-1.437,-42.632,-53.176,-1.423,-44.237,-53.803,-0.663,-48.242,-53.887,-0.354,-98.134,-79.885,NaN,NaN,NaN,NaN,NaN,NaN
SURPRISE,-86.977,39.132,-98.665,-69.738,57.316,-74.204,-39.925,49.283,-67.912,-12.198,46.054,-68.227,15.081,55.733,-71.157,33.898,38.825,-95.612,NaN,NaN,NaN,-73.081,34.164,-81.387,-38.584,33.367,-79.944,-11.085,30.212,-74.748,23.311,31.496,-88.68,NaN,NaN,NaN,-28.329,27.63,-58.523,-17.32,27.675,-63.767,-43.597,-8.739,-62.964,-23.11,0.158,-34.705,-6.824,-8.74,-57.377,-50.504,-40.777,-65.572,-25.689,-29.867,-48.113,-1.998,-41.471,-66.033,-25.645,-34.679,-49.297,-25.572,-52.42,-93.175,-26.437,-60.224,-53.684,-24.932,-97.295,-74.074,NaN,NaN,NaN,NaN,NaN,NaN
ANGER,-56.333,22.536,36.272,-43.203,28.638,50.518,-13.644,21.235,48.353,6.96,21.208,49.975,36.519,35.315,49.025,48.641,28.148,40.122,NaN,NaN,NaN,-49.738,9.303,31.959,-15.874,8.617,42.077,15.324,10.875,39.697,43.464,16.148,38.737,NaN,NaN,NaN,-6.246,7.965,48.162,6.245,9.414,48.544,-15.721,-30.61,46.518,3.57,-24.21,62.302,19.712,-29.832,46.597,-24.106,-61.121,31.049,1.901,-52.252,44.843,25.976,-60.33,31.223,2.741,-58.375,40.305,2.73,-59.841,41.422,2.885,-68.095,39.553,1.635,-98.862,26.558,NaN,NaN,NaN,NaN,NaN,NaN
DISGUST,-77.742,22.987,-115.843,-64.952,33.631,-103.64,-33.773,24.692,-99.651,-11.058,23.091,-98.402,21.332,38.008,-103.555,33.166,30.684,-115.423,NaN,NaN,NaN,-70.313,9.016,-117.508,-35.862,7.558,-110.927,-5.393,10.993,-108.058,28.292,15.072,-115.735,NaN,NaN,NaN,-27.241,4.382,-100.702,-13.453,5.26,-101.211,-36.113,-28.116,-96.776,-17.21,-21.026,-82.377,1.364,-26.627,-104.279,-45.579,-60.214,-118.593,-16.416,-47.003,-100.226,14.622,-58.335,-121.689,-16.579,-52.849,-102.276,-15.929,-57.258,-108.924,-15.014,-67.795,-108.585,-13.985,-98.653,-117.681,NaN,NaN,NaN,NaN,NaN,NaN
FEAR,-72.225,51.993,-43.106,-61.244,64.892,-27.932,-31.432,57.726,-21.409,-5.916,57.764,-21.354,21.821,72.92,-26.79,36.028,59.612,-33.018,NaN,NaN,NaN,-62.262,38.631,-39.552,-29.856,37.008,-26.072,-0.522,38.555,-27.876,31.44,42.728,-36.225,NaN,NaN,NaN,-21.234,37.594,-19.814,-8.127,37.554,-19.574,-31.008,0.491,-13.589,-12.418,9.747,6.466,5.85,3.595,-15.077,-35.175,-36.184,-30.864,-10.877,-18.47,-7.019,16.45,-34.602,-31.769,-10.871,-25.464,-11.107,-9.414,-40.41,-17.494,-8.529,-50.583,-18.526,-6.934,-83.839,-34.129,NaN,NaN,NaN,NaN,NaN,NaN
HAPPY,-91.957,29.084,-132.109,-82.542,39.728,-117.982,-49.397,30.911,-111.631,-26.566,32.439,-109.686,5.337,46.556,-114.785,17.721,38.414,-122.11,NaN,NaN,NaN,-81.668,16.097,-130.2,-49.691,15.914,-122.604,-19.11,16.936,-114.934,15.451,20.98,-123.68,NaN,NaN,NaN,-42.865,10.988,-112.754,-27.365,12.033,-108.273,-51.474,-18.42,-108.249,-30.814,-13.765,-90.085,-12.357,-17.381,-104.878,-64.97,-39.938,-135.212,-30.348,-35.717,-110.808,3.362,-37.903,-129.663,-29.494,-42.357,-113.127,-30.39,-51.584,-118.204,-29.514,-61.31,-116.055,-28.088,-97.526,-126.976,NaN,NaN,NaN,NaN,NaN,NaN
SADNESS,-71.602,42.06,12.651,-62.254,52.268,20.414,-29.439,49.906,29.993,-5.605,49.94,28.554,22.217,61.496,21.933,33.687,53.602,13.586,NaN,NaN,NaN,-63.911,26.863,13.604,-29.584,31.381,22.105,-0.38,33.578,21.127,32.273,37.649,12.799,NaN,NaN,NaN,-20.392,29.012,32.841,-7.105,31.337,25.678,-30.662,-2.987,35.089,-10.333,4.686,57.057,6.52,-1.487,38.326,-37.439,-37.736,28.738,-8.953,-22.305,43.61,18.8,-33.307,22.948,-9.023,-29.824,35.375,-7.546,-32.765,36.87,-6.806,-41.692,41.745,-8.055,-77.946,33.875,NaN,NaN,NaN,NaN,NaN,NaN
SURPRISE,-97.274,33.808,-136.526,-83.713,44.381,-119.561,-53.88,35.419,-112.588,-30.101,35.436,-109.79,2.618,50.321,-114.476,14.906,41.459,-122.611,NaN,NaN,NaN,-84.387,19.875,-128.486,-52.314,19.789,-119.77,-23.594,21.482,-118.082,10.134,25.705,-125.598,NaN,NaN,NaN,-43.914,18.18,-111.503,-31.825,19.118,-108.9,-52.535,-17.869,-107.199,-35.04,-10.001,-88.249,-17.614,-17.702,-105.197,-58.062,-55.455,-124.25,-35.24,-39.757,-102.448,-10.27,-53.639,-122.35,-34.503,-46.56,-107.833,-33.847,-61.517,-113.806,-33.848,-71.982,-110.937,-31.041,-103.853,-129.568,NaN,NaN,NaN,NaN,NaN,NaN
ANGER,-45.06,4.592,50.389,-28.449,21.523,70.801,-2.363,9.481,76.614,23.056,9.384,76.209,42.841,18.826,74.843,63.38,5.015,53.55,NaN,NaN,NaN,-33.089,0.385,59.448,-2.285,-3.01,60.822,26.397,-1.047,58.485,54.985,0.581,60.727,NaN,NaN,NaN,5.662,-5.08,77.28,19.596,-5.189,72.18,-7.091,-40.335,71.823,10.392,-32.196,94.982,29.559,-40.458,63.479,-17.568,-70.77,50.522,14.072,-66.336,71.068,38.698,-68.33,50.021,14.855,-71.594,68.517,14.917,-76.269,65.018,15.728,-82.11,65.731,12.8,-120.373,49.168,NaN,NaN,NaN,NaN,NaN,NaN
DISGUST,-47.084,-0.038,-86.208,-33.923,17.654,-71.484,-6.037,5.8,-64.19,21.113,7.426,-65.149,47.556,19.358,-74.876,60.986,1.724,-89.937,NaN,NaN,NaN,-34.755,-4.699,-73.97,-8.36,-5.663,-80.051,25.338,-6.279,-81.376,51.192,-5.398,-83.509,NaN,NaN,NaN,3.808,-13.288,-61.651,16.526,-12.539,-67.576,-10.528,-43.672,-67.38,10.087,-35.783,-45.529,26.373,-45.537,-77.516,-18.393,-79.816,-81.776,7.962,-65.731,-64.61,36.328,-78.147,-85.82,8.05,-72.187,-64.458,9.833,-89.703,-76.38,9.812,-98.301,-71.896,9.118,-132.971,-92.691,NaN,NaN,NaN,NaN,NaN,NaN
FEAR,-54.901,16.305,-97.228,-42.511,33.972,-85.399,-13.183,24.362,-76.688,14.904,21.991,-78.159,47.246,32.684,-92.623,57.5,14.934,-106.751,NaN,NaN,NaN,-43.203,9.076,-91.522,-11.586,9.131,-89.634,17.358,8.408,-92.729,49.267,9.216,-102.001,NaN,NaN,NaN,-0.416,3.75,-68.541,10.776,3.657,-69.735,-12.913,-29.988,-74.785,5.327,-16.916,-51.146,21.577,-30.303,-81.986,-21.635,-66.623,-79.262,5.435,-51.188,-65.208,33.003,-66.513,-85.91,5.485,-59.177,-65.96,5.478,-63.53,-72.643,5.621,-71.964,-64.831,6.53,-117.056,-89.643,NaN,NaN,NaN,NaN,NaN,NaN
HAPPY,-54.957,14.659,-27.737,-45.391,32.366,-17.582,-13.741,23.14,-7.4,17.685,24.119,-7.198,41.744,36.442,-15.5,56.141,20.307,-27.677,NaN,NaN,NaN,-45.461,6.785,-23.872,-12.081,8.538,-18.764,18.645,10.359,-19.757,47.575,10.999,-24.548,NaN,NaN,NaN,-3.618,4.861,-1.932,9.352,4.871,0.847,-17.93,-24.361,-3.868,2.281,-16.34,21.004,24.046,-22.665,-2.754,-28.853,-56.709,-18.702,5.855,-42.399,2.754,37.785,-53.222,-21.023,5.851,-49.327,2.053,5.834,-64.246,-6.354,6.63,-73.189,0.713,9.363,-111.42,-10.324,NaN,NaN,NaN,NaN,NaN,NaN
SADNESS,-53.022,14.646,-92.538,-39.908,33.085,-79.424,-9.097,22.678,-69.758,16.31,21.999,-72.03,38.714,32.457,-77.762,57.234,16.498,-99.523,NaN,NaN,NaN,-43.941,8.26,-89.045,-11.557,9.078,-84.046,18.934,10.015,-86.035,49.039,9.32,-95.799,NaN,NaN,NaN,-0.407,5.35,-65.731,11.597,5.244,-68.041,-12.917,-27.407,-68.174,5.378,-18.29,-45.251,22.296,-27.741,-76.96,-24.056,-64.652,-74.149,4.681,-51.784,-59.455,32.085,-63.691,-78.539,4.72,-59.077,-63.21,3.973,-62.203,-61.31,4.862,-68.529,-60.602,5.024,-110.838,-81.827,NaN,NaN,NaN,NaN,NaN,NaN
SURPRISE,-63.25,16.445,-85.816,-51.697,37.2,-71.672,-21.009,26.881,-62.379,9.081,26.15,-63.407,30.414,41.53,-69.963,49.487,24.836,-85.348,NaN,NaN,NaN,-48.694,7.701,-78.134,-18.789,8.553,-75.59,11.688,9.362,-77.765,42.241,11.294,-86.151,NaN,NaN,NaN,-8.364,3.14,-56.604,3.6,4.073,-57.533,-19.291,-28.495,-54.597,-1.758,-17.777,-37.234,15.79,-27.991,-68.163,-26.36,-69.67,-68.469,-0.179,-53.009,-52.267,24.789,-67.074,-71.122,-0.887,-61.078,-57.559,0.9,-74.532,-58.046,0.186,-84.649,-53.836,1.101,-121.721,-78.984,NaN,NaN,NaN,NaN,NaN,NaN
ANGER,-53.59,-15.042,-41.698,-34.375,-4.795,-28.261,-7.312,-13.233,-27.483,20.919,-10.093,-31.437,35.812,1.733,-40.526,57.682,-2.425,-60.542,NaN,NaN,NaN,-45.803,-25.3,-41.712,-11.289,-24.368,-39.095,20.413,-22.858,-42.773,54.595,-18.46,-61.334,NaN,NaN,NaN,2.123,-27.898,-26.641,15.644,-27.348,-33.461,-6.98,-65.341,-25.036,15.403,-59.651,-8.421,29.788,-60.831,-36.731,-15.402,-89.974,-36.632,11.619,-83.735,-23.587,37.261,-87.408,-45.71,11.718,-86.183,-25.08,11.006,-87.814,-25.945,11.798,-90.151,-25.917,13.003,-137.706,-43.483,NaN,NaN,NaN,NaN,NaN,NaN
DISGUST,-65.431,-11.606,-68.704,-49.341,-1.792,-58.627,-21.382,-10.654,-57.694,10.432,-11.421,-62.082,31.808,0.654,-72.693,47.684,-6.166,-94.188,NaN,NaN,NaN,-56.551,-21.967,-66.892,-20.725,-23.425,-66.386,8.1,-22.805,-72.678,42.894,-19.068,-90.21,NaN,NaN,NaN,-11.886,-28.806,-58.254,3.215,-28.981,-61.59,-19.462,-57.869,-49.886,0.808,-61.329,-40.616,13.844,-59.353,-68.544,-22.648,-87.92,-63.348,-2.788,-79.621,-58.369,14.89,-86.8,-72.821,-1.961,-84.403,-58.278,-2.75,-86.859,-59.388,-2.755,-91.565,-58.98,-4.221,-136.289,-78.514,NaN,NaN,NaN,NaN,NaN,NaN
FEAR,-79.444,0.258,-82.567,-65.397,15.356,-72.582,-37.23,10.838,-64.979,-7.788,14.764,-66.671,9.804,21.957,-75.893,32.26,7.65,-89.839,NaN,NaN,NaN,-73.011,-10.996,-80.773,-35.901,-9.247,-74.357,-7.005,-6.998,-78.482,27.407,-6.175,-90.12,NaN,NaN,NaN,-25.224,-10.694,-63.417,-14.231,-9.911,-66.477,-36.127,-50.624,-63.539,-15.368,-40.078,-39.436,-1.184,-46.954,-55.978,-39.95,-85.579,-63.746,-16.822,-67.218,-49.713,4.619,-82.738,-69.089,-16.795,-75.13,-51.021,-19.002,-92.151,-103.103,-17.482,-98.454,-55.664,-17.768,-136.976,-75.209,NaN,NaN,NaN,NaN,NaN,NaN
HAPPY,-85.141,9.093,-151.507,-68.671,22.49,-140.948,-43.561,13.327,-135.477,-11.133,13.552,-138.048,11.285,25.331,-148.522,29.085,12.681,-167.6,NaN,NaN,NaN,-78.187,-2.676,-148.506,-43.735,-1.683,-143.653,-12.16,-3.205,-145.749,22.483,-1.597,-159.122,NaN,NaN,NaN,-33.366,-7.348,-132.297,-19.506,-7.327,-133.821,-43.018,-39.766,-127.533,-21.246,-37.252,-109.278,-6.718,-40.616,-137.012,-56.084,-65.239,-142.303,-24.807,-54.477,-126.815,3.999,-62.077,-148.642,-25.733,-62.056,-128.856,-26.652,-76.932,-130.17,-26.48,-83.379,-126.821,-25.372,-120.248,-130.461,NaN,NaN,NaN,NaN,NaN,NaN
SADNESS,-75.429,-5.815,-76.954,-60.651,4.573,-66.063,-30.901,-0.823,-58.484,-6.479,-0.023,-58.752,13.45,3.109,-68.259,34.496,-7.419,-85.674,NaN,NaN,NaN,-69.878,-17.049,-76.44,-35.37,-17.804,-70.538,-4.804,-18.592,-73.568,28.96,-21.233,-84.878,NaN,NaN,NaN,-24.573,-21.468,-58.932,-13.464,-21.521,-61.166,-35.478,-61.216,-57.041,-17.055,-54.737,-37.462,-5.384,-63.688,-63.649,-44.017,-90.735,-60.899,-19.303,-83.635,-50.199,0.417,-90.815,-63.042,-19.263,-89.293,-51.554,-20.01,-91.567,-49.595,-20.883,-98.792,-52.494,-22.197,-136.229,-69.002,NaN,NaN,NaN,NaN,NaN,NaN
SURPRISE,-78.029,10.525,-131.629,-64.268,24.394,-121.435,-38.581,14.617,-112.543,-3.18,15.526,-114.478,15.698,26.199,-124.385,34.799,11.525,-140.358,NaN,NaN,NaN,-68.5,-4.415,-124.839,-37.13,-5.212,-122.707,-6.467,-4.299,-122.295,26.386,-2.635,-132.203,NaN,NaN,NaN,-27.067,-8.384,-113.659,-14.768,-8.087,-109.582,-36.542,-46.258,-112.878,-17.333,-37.688,-87.016,-1.307,-42.28,-101.202,-40.68,-76.216,-110.52,-17.687,-65.935,-98.181,5.248,-75.725,-116.804,-17.705,-71.612,-98.958,-17.662,-75.908,-104.077,-18.267,-83.696,-96.876,-18.866,-117.604,-104.379,NaN,NaN,NaN,NaN,NaN,NaN
ANGER,-82.143,1.743,-62.998,-65.676,11.496,-43.738,-40.914,3.389,-37.443,-15.2,6.761,-35.874,7.481,16.063,-41.985,26.656,11.498,-62.287,NaN,NaN,NaN,-75.837,-10.208,-64.43,-40.624,-9.987,-54.819,-13.752,-6.923,-54.784,18.83,-3.724,-61.894,NaN,NaN,NaN,-33.235,-10.621,-43.594,-22.229,-10.664,-45.65,-41.838,-47.736,-43.785,-25.735,-45.357,-26.371,-9.488,-46.298,-48.169,-49.185,-77.384,-56.846,-23.576,-72.028,-43.178,3.297,-72.774,-60.497,-22.009,-77.794,-49.715,-22.016,-79.42,-50.698,-21.886,-87.212,-48.167,-21.231,-116.714,-62.469,NaN,NaN,NaN,NaN,NaN,NaN
DISGUST,-78.442,-5.697,-64.015,-61.471,3.161,-52.622,-36.829,-6.261,-50.533,-11.596,-3.118,-50.129,12.854,6.504,-55.163,29.722,0.075,-74.628,NaN,NaN,NaN,-71.765,-18.499,-71.858,-36.312,-18.335,-61.511,-10.073,-16.002,-63.371,23.492,-14.455,-71.063,NaN,NaN,NaN,-32.109,-22.162,-52.069,-17.1,-21.398,-54.596,-38.186,-54.351,-45.057,-22.931,-54.542,-34.536,-7.456,-51.534,-54.369,-44.892,-88.155,-69.299,-20.802,-80.052,-57.249,3.838,-84.175,-70.085,-20.723,-85.617,-57.232,-20.629,-88.61,-53.59,-20.634,-95.068,-55.817,-17.101,-129.135,-70.902,NaN,NaN,NaN,NaN,NaN,NaN
FEAR,-83.328,16.115,-153.638,-69.576,30.146,-128.342,-43.504,22.027,-117.262,-14.717,26.19,-116.779,9.756,38.66,-122.619,27.144,26.358,-136.8,NaN,NaN,NaN,-73.281,-0.611,-140.268,-38.001,0.413,-130.739,-14.949,3.974,-127.78,18.042,10.502,-133.452,NaN,NaN,NaN,-32.949,-0.254,-121.875,-22.21,-0.217,-123.332,-39.261,-39.153,-120.805,-26.546,-34.261,-101.688,-7.978,-36.749,-126.011,-46.404,-72.278,-139.104,-22.786,-60.583,-122.592,3.582,-65.094,-133.225,-22.895,-65.707,-125.463,-23.05,-71.66,-128.858,-22.039,-79.653,-123.917,-17.015,-107.003,-137.191,NaN,NaN,NaN,NaN,NaN,NaN
HAPPY,-94.555,17.284,-109.036,-78.753,29.53,-88.52,-53.619,22.885,-84.505,-24.722,28.726,-84.713,-5.402,36.031,-85.35,16.605,25.716,-107.208,NaN,NaN,NaN,-87.728,5.062,-106.045,-49.809,6.881,-93.658,-24.744,10.115,-98.924,8.479,13.543,-102.868,NaN,NaN,NaN,-45.448,2.916,-85.298,-31.738,4.52,-85.175,-54.152,-26.83,-80.854,-36.756,-26.381,-62.19,-18.803,-25.187,-85.852,-62.051,-55.059,-97.742,-34.566,-47.022,-79.771,-4.327,-51.003,-100.223,-34.597,-50.344,-80.863,-34.038,-62.032,-89.171,-33.132,-68.186,-84.391,-33.083,-102.646,-91.223,NaN,NaN,NaN,NaN,NaN,NaN
SADNESS,-83.892,13.192,-80.855,-69.703,25.321,-65.415,-44.212,16.789,-59.227,-13.925,21.324,-55.328,10.6,30.996,-65.406,26.792,19.24,-82.43,NaN,NaN,NaN,-76.026,-1.888,-83.143,-41.088,-1.713,-71.913,-14.875,0.65,-72.23,17.243,4.618,-78.8,NaN,NaN,NaN,-34.472,-4.828,-62.817,-21.887,-4.115,-64.89,-43.05,-41.561,-64.646,-26.812,-34.394,-42.857,-11.25,-39.859,-63.545,-50.594,-72.414,-74.286,-26.15,-61.191,-57.528,0.658,-66.56,-73.009,-25.463,-67.602,-60.832,-25.474,-71.652,-62.155,-25.467,-77.019,-60.174,-23.004,-110.202,-76.354,NaN,NaN,NaN,NaN,NaN,NaN
SURPRISE,-86.879,26.95,-117.145,-71.212,41.406,-97.483,-46.671,33.271,-89.939,-17.501,34.883,-88.639,6.473,46.395,-94.764,24.876,32.791,-112.045,NaN,NaN,NaN,-78.274,12.059,-111.845,-44.393,11.505,-102.475,-17.481,13.936,-100.974,18.352,17.344,-110.996,NaN,NaN,NaN,-38.483,10.697,-95.652,-24.596,11.515,-91.996,-46.379,-24.096,-87.553,-29.905,-19.55,-67.536,-13.164,-23.861,-87.328,-52.337,-57.922,-98.574,-28.997,-45.588,-80.806,-2.728,-54.399,-96.774,-28.283,-52.299,-83.773,-28.467,-60.746,-90.833,-27.497,-68.49,-85.028,-27.549,-103.387,-98.839,NaN,NaN,NaN,NaN,NaN,NaN
ANGER,-85.71,-4.093,39.002,-58.8,-3.642,74.895,-36.287,-10.894,72.246,-16.566,-9.224,83.352,4.877,-2.626,77.213,30.052,-1.552,58.129,NaN,NaN,NaN,-72.701,-19.507,48.16,-38.833,-19.846,59.766,-8.126,-17.655,61.1,25.758,-12.613,52.695,NaN,NaN,NaN,-31.923,-19.722,69.632,-16.587,-18.69,78.089,-41.636,-60.194,65.537,-23.289,-55.736,96.011,-4.886,-56.33,80.379,-47.734,-90.008,68.055,-25.049,-85.867,81.887,-3.883,-89.421,74.779,-25.885,-87.489,78.826,-25.854,-90.351,79.302,-25.768,-96.885,80.225,-27.384,-129.113,69.939,NaN,NaN,NaN,NaN,NaN,NaN
DISGUST,-82.08,1.656,-23.386,-57.253,1.797,9.467,-32.137,-0.392,11.501,-12.605,-0.338,13.09,10.901,6.565,7.45,34.93,5.889,-13.51,NaN,NaN,NaN,-70.234,-9.776,-7.776,-35.659,-9.609,-4.182,-5.187,-7.223,-3.347,28.035,-4.883,-10.1,NaN,NaN,NaN,-28.533,-8.706,5.617,-12.741,-7.913,3.624,-39.13,-47.596,6.309,-20.44,-45.74,29.199,-1.671,-46.783,1.864,-45.35,-81.374,-0.713,-21.378,-74.548,14.007,2.113,-78.893,4.09,-20.652,-78.562,10.628,-21.41,-80.895,10.156,-19.762,-87.58,12.598,-22.789,-122.626,1.785,NaN,NaN,NaN,NaN,NaN,NaN
FEAR,-76.848,21.508,-43.07,-54.433,39.024,-11.902,-25.942,24.378,-6.776,-4.565,25.146,-5.306,21.589,33.86,-13.4,42.663,26.506,-45.038,NaN,NaN,NaN,-64.258,7.355,-28.007,-29.818,8.162,-18.958,3.297,8.975,-20.94,33.631,11.497,-28.162,NaN,NaN,NaN,-21.204,11.342,-9.815,-5.942,13.585,-11.812,-34.872,-25.484,-5.462,-12.38,-21.174,21.348,6.621,-25.302,2.541,-42.839,-72.293,-18.166,-14.645,-52.383,10.78,15.07,-74.349,-19.05,-14.67,-57.163,7.714,-14.646,-86.834,-5.976,-14.604,-92.223,-5.325,-13.771,-123.406,-11.879,NaN,NaN,NaN,NaN,NaN,NaN
HAPPY,-78.102,18.19,60.037,-55.84,33.347,85.985,-28.79,18.135,93.512,-4.48,18.3,93.675,19.138,32.705,86.804,39.839,18.339,69.222,NaN,NaN,NaN,-67.136,4.29,72.984,-33.443,2.904,78.467,0.212,2.499,79.226,34.012,3.78,69.124,NaN,NaN,NaN,-24.589,5.141,87.123,-6.075,6.788,84.683,-35.802,-30.603,93.545,-15.181,-31.335,115.476,5.095,-29.913,86.63,-52.257,-56.505,64.296,-14.969,-54.811,99.443,17.365,-56.181,65.188,-14.89,-58.52,96.929,-16.381,-76.23,87.243,-15.639,-83.374,87.784,-16.248,-115.345,85.877,NaN,NaN,NaN,NaN,NaN,NaN
SADNESS,-76.307,-0.203,6.243,-52.757,10.52,43.415,-27.425,5.447,46.758,-6.035,5.487,47.952,19.889,9.227,44.829,42.519,3.889,21.063,NaN,NaN,NaN,-62.895,-11.871,31.526,-31.444,-8.137,31.486,2.908,-7.34,32.311,35.883,-7.437,23.8,NaN,NaN,NaN,-23.074,-9.454,41.304,-5.989,-7.957,42.359,-34.205,-45.32,40.676,-14.429,-42.631,68.954,5.114,-45.791,42.524,-39.441,-83.051,31.873,-15.342,-73.533,54.199,12.105,-81.046,38.657,-15.31,-78.752,52.53,-18.197,-86.594,45.544,-18.894,-93.222,45.254,-15.137,-124.145,41.444,NaN,NaN,NaN,NaN,NaN,NaN
SURPRISE,-75.035,9.83,-16.827,-52.232,24.355,13.479,-27.072,8.55,18.454,-3.16,9.343,25.389,17.984,23.792,15.459,43.097,17.174,-11.997,NaN,NaN,NaN,-64.395,-7.71,-8.529,-30.376,-5.942,1.37,3.812,-5.842,3.036,34.51,-1.903,-2.622,NaN,NaN,NaN,-21.811,-5.172,14.065,-3.726,-4.284,10.409,-31.472,-45.747,20.518,-13.224,-39.655,41.314,4.053,-45.546,23.486,-37.835,-83.422,9.222,-13.903,-74.64,30.024,7.969,-82.304,13.559,-14.152,-80.65,5.342,-14.683,-86.613,20.904,-14.611,-94.12,21.214,-16.852,-128.472,7.254,NaN,NaN,NaN,NaN,NaN,NaN
ANGER,-39.334,9.662,-35.9,-21.814,18.3,-15.776,3.459,8.187,-13.138,26.599,8.463,-9.429,53.825,19.198,-17.499,70.16,10.686,-36.94,NaN,NaN,NaN,-28.105,-1.14,-28.551,-1.817,-3.531,-20.22,30.783,-4.682,-23.112,60.796,-3.41,-35.112,NaN,NaN,NaN,8.238,-7.099,-11.517,20.582,-7.696,-9.906,-0.888,-42.536,-13.074,14.381,-38.814,7.444,30.815,-41.586,-11.167,-6.885,-68.65,-23.898,14.699,-63.798,-10.131,34.254,-70.139,-27.312,14.716,-67.827,-12.787,13.875,-71.275,-18.185,13.091,-76.4,-14.686,12.76,-107.919,-30.08,NaN,NaN,NaN,NaN,NaN,NaN
DISGUST,-34.596,13.827,28.237,-20.768,18.195,49.984,5.847,11.7,58.08,28.519,11.054,59.051,49.907,14.949,55.468,73.173,7.305,31.316,NaN,NaN,NaN,-26.133,-0.169,41.168,2.813,-2.339,46.481,32.456,-5.232,45.478,63.966,-3.861,40.067,NaN,NaN,NaN,10.255,-5.847,54.292,23.51,-5.914,55.634,-0.013,-39.299,52.9,15.362,-36.272,71.341,33.35,-38.992,57.485,-7.371,-66.18,34.287,17.795,-56.242,51.966,39.694,-66.693,35.616,17.082,-62.299,50.354,17.104,-65.144,50.875,17.182,-71.052,49.752,14.496,-105.811,33.427,NaN,NaN,NaN,NaN,NaN,NaN
FEAR,-32.343,5.533,17.798,-18.33,12.331,42.395,11.172,4.431,53.482,31.066,4.418,54.675,58.619,12.636,48.641,77.128,6.537,32.818,NaN,NaN,NaN,-21.536,-5.544,32.944,6.124,-9.093,42.972,37.254,-6.786,44.553,67.202,-6.048,41.142,NaN,NaN,NaN,14.284,-14.233,50.17,25.27,-13.287,55.069,6.137,-48.514,43.354,19.963,-43.622,69.037,36.593,-46.637,52.284,4.089,-76.104,31.383,21.096,-68.091,51.136,42.263,-74.985,34.107,21.328,-75.053,34.355,21.316,-82.721,42.906,21.365,-88.714,41.132,22.468,-116.186,23.99,NaN,NaN,NaN,NaN,NaN,NaN
